,Price Option Lookup,,,,Pricing Unit,,,,,
N,Connplex Cinemas: Jagdalpur,CINEMA004352,SCREEN-2ADFILM,CINEMA004352SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Connplex Cinemas: Jagdalpur,CINEMA004352,SCREEN-2ADFILM,CINEMA004352SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Connplex Cinemas: Jagdalpur,CINEMA004352,SCREEN-2SLIDE,CINEMA004352SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Connplex Cinemas: Jagdalpur,CINEMA004352,SCREEN-2SLIDE,CINEMA004352SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,DDX Regal Cinema Awadhpuri: Bhopal,CINEMA004353,SCREEN-1ADFILM,CINEMA004353SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,DDX Regal Cinema Awadhpuri: Bhopal,CINEMA004353,SCREEN-1ADFILM,CINEMA004353SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,DDX Regal Cinema Awadhpuri: Bhopal,CINEMA004353,SCREEN-1SLIDE,CINEMA004353SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,DDX Regal Cinema Awadhpuri: Bhopal,CINEMA004353,SCREEN-1SLIDE,CINEMA004353SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Eylex Cinemas: Hinoo,CINEMA004354,SCREEN-1ADFILM,CINEMA004354SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Eylex Cinemas: Hinoo,CINEMA004354,SCREEN-1ADFILM,CINEMA004354SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Eylex Cinemas: Hinoo,CINEMA004354,SCREEN-1SLIDE,CINEMA004354SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Eylex Cinemas: Hinoo,CINEMA004354,SCREEN-1SLIDE,CINEMA004354SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Eylex Cinemas: Siwan,CINEMA004355,SCREEN-1ADFILM,CINEMA004355SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Eylex Cinemas: Siwan,CINEMA004355,SCREEN-1ADFILM,CINEMA004355SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Eylex Cinemas: Siwan,CINEMA004355,SCREEN-1SLIDE,CINEMA004355SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Eylex Cinemas: Siwan,CINEMA004355,SCREEN-1SLIDE,CINEMA004355SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,FUN Cinemas New Empire: Dehradun,CINEMA004356,SCREEN-1ADFILM,CINEMA004356SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,FUN Cinemas New Empire: Dehradun,CINEMA004356,SCREEN-1ADFILM,CINEMA004356SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,FUN Cinemas New Empire: Dehradun,CINEMA004356,SCREEN-1SLIDE,CINEMA004356SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,FUN Cinemas New Empire: Dehradun,CINEMA004356,SCREEN-1SLIDE,CINEMA004356SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema, Sohum Mal, Dibrugarh",CINEMA004357,SCREEN-1ADFILM,CINEMA004357SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema, Sohum Mal, Dibrugarh",CINEMA004357,SCREEN-1ADFILM,CINEMA004357SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema, Sohum Mal, Dibrugarh",CINEMA004357,SCREEN-1SLIDE,CINEMA004357SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema, Sohum Mal, Dibrugarh",CINEMA004357,SCREEN-1SLIDE,CINEMA004357SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-1ADFILM,CINEMA004358SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-1ADFILM,CINEMA004358SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-1SLIDE,CINEMA004358SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-1SLIDE,CINEMA004358SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-2ADFILM,CINEMA004358SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-2ADFILM,CINEMA004358SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-2SLIDE,CINEMA004358SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Galleria Cinema: Junction Mall, Dibrugarh",CINEMA004358,SCREEN-2SLIDE,CINEMA004358SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Gayatri Cinemas: Berhampur,CINEMA004359,SCREEN-1ADFILM,CINEMA004359SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Gayatri Cinemas: Berhampur,CINEMA004359,SCREEN-1ADFILM,CINEMA004359SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Gayatri Cinemas: Berhampur,CINEMA004359,SCREEN-1SLIDE,CINEMA004359SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Gayatri Cinemas: Berhampur,CINEMA004359,SCREEN-1SLIDE,CINEMA004359SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Gold Cinema: Beawar,CINEMA004360,SCREEN-1ADFILM,CINEMA004360SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Gold Cinema: Beawar,CINEMA004360,SCREEN-1ADFILM,CINEMA004360SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Gold Cinema: Beawar,CINEMA004360,SCREEN-1SLIDE,CINEMA004360SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Gold Cinema: Beawar,CINEMA004360,SCREEN-1SLIDE,CINEMA004360SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Hamringdi Cinema: Haflong,CINEMA004361,SCREEN-1ADFILM,CINEMA004361SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Hamringdi Cinema: Haflong,CINEMA004361,SCREEN-1ADFILM,CINEMA004361SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Hamringdi Cinema: Haflong,CINEMA004361,SCREEN-1SLIDE,CINEMA004361SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Hamringdi Cinema: Haflong,CINEMA004361,SCREEN-1SLIDE,CINEMA004361SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-1ADFILM,CINEMA004362SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-1ADFILM,CINEMA004362SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-1SLIDE,CINEMA004362SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-1SLIDE,CINEMA004362SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-2ADFILM,CINEMA004362SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-2ADFILM,CINEMA004362SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-2SLIDE,CINEMA004362SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-2SLIDE,CINEMA004362SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-3ADFILM,CINEMA004362SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-3ADFILM,CINEMA004362SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-3SLIDE,CINEMA004362SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-3SLIDE,CINEMA004362SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-4ADFILM,CINEMA004362SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-4ADFILM,CINEMA004362SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-4SLIDE,CINEMA004362SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"INOX Amrapali Circle, Vaishali Nagar, Jaipur",CINEMA004362,SCREEN-4SLIDE,CINEMA004362SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-1ADFILM,CINEMA004363SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-1ADFILM,CINEMA004363SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-1SLIDE,CINEMA004363SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-1SLIDE,CINEMA004363SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-2ADFILM,CINEMA004363SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-2ADFILM,CINEMA004363SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-2SLIDE,CINEMA004363SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-2SLIDE,CINEMA004363SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-3ADFILM,CINEMA004363SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-3ADFILM,CINEMA004363SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-3SLIDE,CINEMA004363SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex (New Seats): Bhopal,CINEMA004363,SCREEN-3SLIDE,CINEMA004363SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-1ADFILM,CINEMA004364SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-1ADFILM,CINEMA004364SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-1SLIDE,CINEMA004364SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-1SLIDE,CINEMA004364SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-2ADFILM,CINEMA004364SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-2ADFILM,CINEMA004364SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-2SLIDE,CINEMA004364SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Jyoti Cineplex: Siddharthnagar,CINEMA004364,SCREEN-2SLIDE,CINEMA004364SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Kairali Sree Theatre: Kozhikode,CINEMA004365,SCREEN-1ADFILM,CINEMA004365SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Kairali Sree Theatre: Kozhikode,CINEMA004365,SCREEN-1ADFILM,CINEMA004365SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Kairali Sree Theatre: Kozhikode,CINEMA004365,SCREEN-1SLIDE,CINEMA004365SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Kairali Sree Theatre: Kozhikode,CINEMA004365,SCREEN-1SLIDE,CINEMA004365SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Krishna Theater: Giddalur,CINEMA004366,SCREEN-1ADFILM,CINEMA004366SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Krishna Theater: Giddalur,CINEMA004366,SCREEN-1ADFILM,CINEMA004366SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Krishna Theater: Giddalur,CINEMA004366,SCREEN-1SLIDE,CINEMA004366SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Krishna Theater: Giddalur,CINEMA004366,SCREEN-1SLIDE,CINEMA004366SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-1ADFILM,CINEMA004367SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-1ADFILM,CINEMA004367SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-1SLIDE,CINEMA004367SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-1SLIDE,CINEMA004367SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-2ADFILM,CINEMA004367SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-2ADFILM,CINEMA004367SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-2SLIDE,CINEMA004367SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,KVA Cineplex: Zira,CINEMA004367,SCREEN-2SLIDE,CINEMA004367SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-1ADFILM,CINEMA004368SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-1ADFILM,CINEMA004368SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-1SLIDE,CINEMA004368SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-1SLIDE,CINEMA004368SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-2ADFILM,CINEMA004368SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-2ADFILM,CINEMA004368SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-2SLIDE,CINEMA004368SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Laxmi Cineplex: Yeola,CINEMA004368,SCREEN-2SLIDE,CINEMA004368SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Magic Frames Cinemas 4K Laser 3D Atmos: Pattambi,CINEMA004369,SCREEN-1ADFILM,CINEMA004369SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Magic Frames Cinemas 4K Laser 3D Atmos: Pattambi,CINEMA004369,SCREEN-1ADFILM,CINEMA004369SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Magic Frames Cinemas 4K Laser 3D Atmos: Pattambi,CINEMA004369,SCREEN-1SLIDE,CINEMA004369SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Magic Frames Cinemas 4K Laser 3D Atmos: Pattambi,CINEMA004369,SCREEN-1SLIDE,CINEMA004369SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Manek Cinema: Akola,CINEMA004370,SCREEN-1ADFILM,CINEMA004370SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Manek Cinema: Akola,CINEMA004370,SCREEN-1ADFILM,CINEMA004370SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Manek Cinema: Akola,CINEMA004370,SCREEN-1SLIDE,CINEMA004370SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Manek Cinema: Akola,CINEMA004370,SCREEN-1SLIDE,CINEMA004370SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cinemas Full A/C Qube 4K 3D Dolby 7.1,CINEMA004371,SCREEN-1ADFILM,CINEMA004371SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cinemas Full A/C Qube 4K 3D Dolby 7.1,CINEMA004371,SCREEN-1ADFILM,CINEMA004371SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cinemas Full A/C Qube 4K 3D Dolby 7.1,CINEMA004371,SCREEN-1SLIDE,CINEMA004371SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cinemas Full A/C Qube 4K 3D Dolby 7.1,CINEMA004371,SCREEN-1SLIDE,CINEMA004371SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-1ADFILM,CINEMA004372SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-1ADFILM,CINEMA004372SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-1SLIDE,CINEMA004372SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-1SLIDE,CINEMA004372SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-2ADFILM,CINEMA004372SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-2ADFILM,CINEMA004372SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-2SLIDE,CINEMA004372SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Meenakshi Cineplex (Screen 1 & 2), Narmadapuram, Hoshangabad",CINEMA004372,SCREEN-2SLIDE,CINEMA004372SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-1ADFILM,CINEMA004373SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-1ADFILM,CINEMA004373SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-1SLIDE,CINEMA004373SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-1SLIDE,CINEMA004373SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-2ADFILM,CINEMA004373SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-2ADFILM,CINEMA004373SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-2SLIDE,CINEMA004373SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Meenakshi Cineplex (Screen 1 & 2): Hoshangabad,CINEMA004373,SCREEN-2SLIDE,CINEMA004373SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-1ADFILM,CINEMA004374SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-1ADFILM,CINEMA004374SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-1SLIDE,CINEMA004374SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-1SLIDE,CINEMA004374SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-2ADFILM,CINEMA004374SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-2ADFILM,CINEMA004374SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-2SLIDE,CINEMA004374SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-2SLIDE,CINEMA004374SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-3ADFILM,CINEMA004374SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-3ADFILM,CINEMA004374SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-3SLIDE,CINEMA004374SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas : Eminent Mall, Hisar (Newly Renovated)",CINEMA004374,SCREEN-3SLIDE,CINEMA004374SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-1ADFILM,CINEMA004375SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-1ADFILM,CINEMA004375SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-1SLIDE,CINEMA004375SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-1SLIDE,CINEMA004375SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-2ADFILM,CINEMA004375SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-2ADFILM,CINEMA004375SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-2SLIDE,CINEMA004375SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-2SLIDE,CINEMA004375SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-3ADFILM,CINEMA004375SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-3ADFILM,CINEMA004375SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-3SLIDE,CINEMA004375SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Miraj Cinemas: Cineraj, Panvel (Newly Renovated)",CINEMA004375,SCREEN-3SLIDE,CINEMA004375SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Mythri Theatres, Parthasarathi A/C 2K Dolby 7.1, Kalwakurthy",CINEMA004376,SCREEN-1ADFILM,CINEMA004376SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Mythri Theatres, Parthasarathi A/C 2K Dolby 7.1, Kalwakurthy",CINEMA004376,SCREEN-1ADFILM,CINEMA004376SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Mythri Theatres, Parthasarathi A/C 2K Dolby 7.1, Kalwakurthy",CINEMA004376,SCREEN-1SLIDE,CINEMA004376SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Mythri Theatres, Parthasarathi A/C 2K Dolby 7.1, Kalwakurthy",CINEMA004376,SCREEN-1SLIDE,CINEMA004376SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Navarang Theatre: Vijayawada,CINEMA004377,SCREEN-1ADFILM,CINEMA004377SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
